x,y,z,rho_0,rho_1
33.0,58.0,54.0,3.9032125e-33,1.0
33.0,58.0,55.0,1.3020183e-35,1.0
33.0,58.0,56.0,3.0569794e-38,1.0
33.0,58.0,57.0,5.0133e-41,1.0
33.0,58.0,58.0,5.6e-44,1.0
33.0,58.0,59.0,0.0,1.0
33.0,59.0,0.0,0.0,1.0
33.0,59.0,1.0,0.0,1.0
33.0,59.0,2.0,0.0,1.0
33.0,59.0,3.0,4.5e-44,1.0
33.0,59.0,4.0,3.0747e-41,1.0
33.0,59.0,5.0,1.488103e-38,1.0
33.0,59.0,6.0,5.0766426e-36,1.0
33.0,59.0,7.0,1.2302859e-33,1.0
33.0,59.0,8.0,2.1353678e-31,1.0
33.0,59.0,9.0,2.677016e-29,1.0
33.0,59.0,10.0,2.4452997e-27,1.0
33.0,59.0,11.0,1.6422897e-25,1.0
33.0,59.0,12.0,8.18599e-24,1.0
33.0,59.0,13.0,3.0572826e-22,1.0
33.0,59.0,14.0,8.639213e-21,1.0
33.0,59.0,15.0,1.8655433e-19,1.0
33.0,59.0,16.0,3.1091966e-18,1.0
33.0,59.0,17.0,4.0397615e-17,1.0
33.0,59.0,18.0,4.1327447e-16,1.0
33.0,59.0,19.0,3.3617084e-15,1.0
33.0,59.0,20.0,2.1951386e-14,1.0
33.0,59.0,21.0,1.1613337e-13,1.0
33.0,59.0,22.0,5.0216716e-13,1.0
33.0,59.0,23.0,1.7894135e-12,1.0
33.0,59.0,24.0,5.294672e-12,1.0
33.0,59.0,25.0,1.3097351e-11,1.0
33.0,59.0,26.0,2.7247687e-11,1.0
33.0,59.0,27.0,4.7913097e-11,1.0
33.0,59.0,28.0,7.1496746e-11,1.0
33.0,59.0,29.0,9.0797994e-11,1.0
33.0,59.0,30.0,9.830802e-11,1.0
33.0,59.0,31.0,9.0797994e-11,1.0
33.0,59.0,32.0,7.1496746e-11,1.0
33.0,59.0,33.0,4.7913097e-11,1.0
33.0,59.0,34.0,2.7247687e-11,1.0
33.0,59.0,35.0,1.3097351e-11,1.0
33.0,59.0,36.0,5.294672e-12,1.0
33.0,59.0,37.0,1.7894135e-12,1.0
33.0,59.0,38.0,5.0216716e-13,1.0
33.0,59.0,39.0,1.1613337e-13,1.0
33.0,59.0,40.0,2.1951386e-14,1.0
33.0,59.0,41.0,3.3617084e-15,1.0
33.0,59.0,42.0,4.1327447e-16,1.0
33.0,59.0,43.0,4.0397615e-17,1.0
33.0,59.0,44.0,3.1091966e-18,1.0
33.0,59.0,45.0,1.8655433e-19,1.0
33.0,59.0,46.0,8.639213e-21,1.0
33.0,59.0,47.0,3.0572826e-22,1.0
33.0,59.0,48.0,8.18599e-24,1.0
33.0,59.0,49.0,1.6422897e-25,1.0
33.0,59.0,50.0,2.4452997e-27,1.0
33.0,59.0,51.0,2.677016e-29,1.0
33.0,59.0,52.0,2.1353678e-31,1.0
33.0,59.0,53.0,1.2302859e-33,1.0
33.0,59.0,54.0,5.0766426e-36,1.0
33.0,59.0,55.0,1.488103e-38,1.0
33.0,59.0,56.0,3.0747e-41,1.0
33.0,59.0,57.0,4.5e-44,1.0
33.0,59.0,58.0,0.0,1.0
33.0,59.0,59.0,0.0,1.0
34.0,0.0,0.0,0.0,1.0
34.0,0.0,1.0,0.0,1.0
34.0,0.0,2.0,0.0,1.0
34.0,0.0,3.0,0.0,1.0
34.0,0.0,4.0,2.1e-44,1.0
34.0,0.0,5.0,1.1544e-41,1.0
34.0,0.0,6.0,4.466986e-39,1.0
34.0,0.0,7.0,1.2291585e-36,1.0
34.0,0.0,8.0,2.4237963e-34,1.0
34.0,0.0,9.0,3.4532777e-32,1.0
34.0,0.0,10.0,3.584647e-30,1.0
34.0,0.0,11.0,2.734528e-28,1.0
34.0,0.0,12.0,1.5467522e-26,1.0
34.0,0.0,13.0,6.5458534e-25,1.0
34.0,0.0,14.0,2.0919129e-23,1.0
34.0,0.0,15.0,5.095495e-22,1.0
34.0,0.0,16.0,9.548984e-21,1.0
34.0,0.0,17.0,1.3897387e-19,1.0
34.0,0.0,18.0,1.5852988e-18,1.0
34.0,0.0,19.0,1.4304064e-17,1.0
34.0,0.0,20.0,1.0299455e-16,1.0
34.0,0.0,21.0,5.968548e-16,1.0
34.0,0.0,22.0,2.8062869e-15,1.0
34.0,0.0,23.0,1.0786675e-14,1.0
34.0,0.0,24.0,3.4130796e-14,1.0
34.0,0.0,25.0,8.945579e-14,1.0
34.0,0.0,26.0,1.9527167e-13,1.0
34.0,0.0,27.0,3.5662578e-13,1.0
34.0,0.0,28.0,5.469015e-13,1.0
34.0,0.0,29.0,7.0609734e-13,1.0
34.0,0.0,30.0,7.6872986e-13,1.0
34.0,0.0,31.0,7.0609734e-13,1.0
34.0,0.0,32.0,5.469015e-13,1.0
34.0,0.0,33.0,3.5662578e-13,1.0
34.0,0.0,34.0,1.9527167e-13,1.0
34.0,0.0,35.0,8.945579e-14,1.0
34.0,0.0,36.0,3.4130796e-14,1.0
34.0,0.0,37.0,1.0786675e-14,1.0
34.0,0.0,38.0,2.8062869e-15,1.0
34.0,0.0,39.0,5.968548e-16,1.0
34.0,0.0,40.0,1.0299455e-16,1.0
34.0,0.0,41.0,1.4304064e-17,1.0
34.0,0.0,42.0,1.5852988e-18,1.0
34.0,0.0,43.0,1.3897387e-19,1.0
34.0,0.0,44.0,9.548984e-21,1.0
34.0,0.0,45.0,5.095495e-22,1.0
34.0,0.0,46.0,2.0919129e-23,1.0
34.0,0.0,47.0,6.5458534e-25,1.0
34.0,0.0,48.0,1.5467522e-26,1.0
34.0,0.0,49.0,2.734528e-28,1.0
34.0,0.0,50.0,3.584647e-30,1.0
34.0,0.0,51.0,3.4532777e-32,1.0
34.0,0.0,52.0,2.4237963e-34,1.0
34.0,0.0,53.0,1.2291585e-36,1.0
34.0,0.0,54.0,4.466986e-39,1.0
34.0,0.0,55.0,1.1544e-41,1.0
34.0,0.0,56.0,2.1e-44,1.0
34.0,0.0,57.0,0.0,1.0
34.0,0.0,58.0,0.0,1.0
34.0,0.0,59.0,0.0,1.0
34.0,1.0,0.0,0.0,1.0
34.0,1.0,1.0,0.0,1.0
34.0,1.0,2.0,0.0,1.0
34.0,1.0,3.0,4.5e-44,1.0
34.0,1.0,4.0,3.0747e-41,1.0
34.0,1.0,5.0,1.488103e-38,1.0
34.0,1.0,6.0,5.0766426e-36,1.0
34.0,1.0,7.0,1.2302859e-33,1.0
34.0,1.0,8.0,2.1353678e-31,1.0
34.0,1.0,9.0,2.677016e-29,1.0
34.0,1.0,10.0,2.4452997e-27,1.0
34.0,1.0,11.0,1.6422897e-25,1.0
34.0,1.0,12.0,8.18599e-24,1.0
34.0,1.0,13.0,3.0572826e-22,1.0
34.0,1.0,14.0,8.639213e-21,1.0
34.0,1.0,15.0,1.8655433e-19,1.0
34.0,1.0,16.0,3.1091966e-18,1.0
34.0,1.0,17.0,4.0397615e-17,1.0
34.0,1.0,18.0,4.1327447e-16,1.0
34.0,1.0,19.0,3.3617084e-15,1.0
34.0,1.0,20.0,2.1951386e-14,1.0
34.0,1.0,21.0,1.1613337e-13,1.0
34.0,1.0,22.0,5.0216716e-13,1.0
34.0,1.0,23.0,1.7894135e-12,1.0
34.0,1.0,24.0,5.294672e-12,1.0
34.0,1.0,25.0,1.3097351e-11,1.0
34.0,1.0,26.0,2.7247687e-11,1.0
34.0,1.0,27.0,4.7913097e-11,1.0
34.0,1.0,28.0,7.1496746e-11,1.0
34.0,1.0,29.0,9.0797994e-11,1.0
34.0,1.0,30.0,9.830802e-11,1.0
34.0,1.0,31.0,9.0797994e-11,1.0
34.0,1.0,32.0,7.1496746e-11,1.0
34.0,1.0,33.0,4.7913097e-11,1.0
34.0,1.0,34.0,2.7247687e-11,1.0
34.0,1.0,35.0,1.3097351e-11,1.0
34.0,1.0,36.0,5.294672e-12,1.0
34.0,1.0,37.0,1.7894135e-12,1.0
34.0,1.0,38.0,5.0216716e-13,1.0
34.0,1.0,39.0,1.1613337e-13,1.0
34.0,1.0,40.0,2.1951386e-14,1.0
34.0,1.0,41.0,3.3617084e-15,1.0
34.0,1.0,42.0,4.1327447e-16,1.0
34.0,1.0,43.0,4.0397615e-17,1.0
34.0,1.0,44.0,3.1091966e-18,1.0
34.0,1.0,45.0,1.8655433e-19,1.0
34.0,1.0,46.0,8.639213e-21,1.0
34.0,1.0,47.0,3.0572826e-22,1.0
34.0,1.0,48.0,8.18599e-24,1.0
34.0,1.0,49.0,1.6422897e-25,1.0
34.0,1.0,50.0,2.4452997e-27,1.0
34.0,1.0,51.0,2.677016e-29,1.0
34.0,1.0,52.0,2.1353678e-31,1.0
34.0,1.0,53.0,1.2302859e-33,1.0
34.0,1.0,54.0,5.0766426e-36,1.0
34.0,1.0,55.0,1.488103e-38,1.0
34.0,1.0,56.0,3.0747e-41,1.0
34.0,1.0,57.0,4.5e-44,1.0
34.0,1.0,58.0,0.0,1.0
34.0,1.0,59.0,0.0,1.0
34.0,2.0,0.0,0.0,1.0
34.0,2.0,1.0,0.0,1.0
34.0,2.0,2.0,5.6e-44,1.0
34.0,2.0,3.0,5.0133e-41,1.0
34.0,2.0,4.0,3.0569794e-38,1.0
34.0,2.0,5.0,1.3020183e-35,1.0
34.0,2.0,6.0,3.9032125e-33,1.0
34.0,2.0,7.0,8.302582e-31,1.0
34.0,2.0,8.0,1.2636619e-28,1.0
34.0,2.0,9.0,1.3883246e-26,1.0
34.0,2.0,10.0,1.1111529e-24,1.0
34.0,2.0,11.0,6.5403177e-23,1.0
34.0,2.0,12.0,2.8590448e-21,1.0
34.0,2.0,13.0,9.3757833e-20,1.0
34.0,2.0,14.0,2.3305797e-18,1.0
34.0,2.0,15.0,4.437588e-17,1.0
34.0,2.0,16.0,6.5416376e-16,1.0
34.0,2.0,17.0,7.54628e-15,1.0
34.0,2.0,18.0,6.885332e-14,1.0
34.0,2.0,19.0,5.0216716e-13,1.0
34.0,2.0,20.0,2.9579425e-12,1.0
34.0,2.0,21.0,1.421332e-11,1.0
34.0,2.0,22.0,5.6249016e-11,1.0
34.0,2.0,23.0,1.8498666e-10,1.0
34.0,2.0,24.0,5.0976695e-10,1.0
34.0,2.0,25.0,1.1859106e-09,1.0
34.0,2.0,26.0,2.3442868e-09,1.0
34.0,2.0,27.0,3.9595345e-09,1.0
34.0,2.0,28.0,5.739221e-09,1.0
34.0,2.0,29.0,7.161715e-09,1.0
34.0,2.0,30.0,7.708629e-09,1.0
34.0,2.0,31.0,7.161715e-09,1.0
34.0,2.0,32.0,5.739221e-09,1.0
34.0,2.0,33.0,3.9595345e-09,1.0
34.0,2.0,34.0,2.3442868e-09,1.0
34.0,2.0,35.0,1.1859106e-09,1.0
34.0,2.0,36.0,5.0976695e-10,1.0
34.0,2.0,37.0,1.8498666e-10,1.0
34.0,2.0,38.0,5.6249016e-11,1.0
34.0,2.0,39.0,1.421332e-11,1.0
34.0,2.0,40.0,2.9579425e-12,1.0
34.0,2.0,41.0,5.0216716e-13,1.0
34.0,2.0,42.0,6.885332e-14,1.0
34.0,2.0,43.0,7.54628e-15,1.0
34.0,2.0,44.0,6.5416376e-16,1.0
34.0,2.0,45.0,4.437588e-17,1.0
34.0,2.0,46.0,2.3305797e-18,1.0
34.0,2.0,47.0,9.3757833e-20,1.0
34.0,2.0,48.0,2.8590448e-21,1.0
34.0,2.0,49.0,6.5403177e-23,1.0
34.0,2.0,50.0,1.1111529e-24,1.0
34.0,2.0,51.0,1.3883246e-26,1.0
34.0,2.0,52.0,1.2636619e-28,1.0
34.0,2.0,53.0,8.302582e-31,1.0
34.0,2.0,54.0,3.9032125e-33,1.0
34.0,2.0,55.0,1.3020183e-35,1.0
34.0,2.0,56.0,3.0569794e-38,1.0
34.0,2.0,57.0,5.0133e-41,1.0
34.0,2.0,58.0,5.6e-44,1.0
34.0,2.0,59.0,0.0,1.0
34.0,3.0,0.0,0.0,1.0
34.0,3.0,1.0,4.5e-44,1.0
34.0,3.0,2.0,5.0133e-41,1.0
34.0,3.0,3.0,3.8847104e-38,1.0
34.0,3.0,4.0,2.0828167e-35,1.0
34.0,3.0,5.0,7.784947e-33,1.0
34.0,3.0,6.0,2.0444482e-30,1.0
34.0,3.0,7.0,3.8037543e-28,1.0
34.0,3.0,8.0,5.0577906e-26,1.0
34.0,3.0,9.0,4.850231e-24,1.0
34.0,3.0,10.0,3.386588e-22,1.0
34.0,3.0,11.0,1.7388527e-20,1.0
34.0,3.0,12.0,6.633488e-19,1.0
34.0,3.0,13.0,1.9002915e-17,1.0
34.0,3.0,14.0,4.1327447e-16,1.0
34.0,3.0,15.0,6.900135e-15,1.0
34.0,3.0,16.0,8.945579e-14,1.0
34.0,3.0,17.0,9.109059e-13,1.0
34.0,3.0,18.0,7.36952e-12,1.0
34.0,3.0,19.0,4.7913097e-11,1.0
34.0,3.0,20.0,2.531529e-10,1.0
34.0,3.0,21.0,1.0988539e-09,1.0
34.0,3.0,22.0,3.9595345e-09,1.0
34.0,3.0,23.0,1.1960642e-08,1.0
34.0,3.0,24.0,3.056359e-08,0.99999994
34.0,3.0,25.0,6.661285e-08,0.99999994
34.0,3.0,26.0,1.2471898e-07,0.9999999
34.0,3.0,27.0,2.0181612e-07,0.9999998
34.0,3.0,28.0,2.836134e-07,0.9999997
34.0,3.0,29.0,3.4735274e-07,0.99999964
34.0,3.0,30.0,3.715492e-07,0.99999964
34.0,3.0,31.0,3.4735274e-07,0.99999964
34.0,3.0,32.0,2.836134e-07,0.9999997
34.0,3.0,33.0,2.0181612e-07,0.9999998
34.0,3.0,34.0,1.2471898e-07,0.9999999
34.0,3.0,35.0,6.661285e-08,0.99999994
34.0,3.0,36.0,3.056359e-08,0.99999994
34.0,3.0,37.0,1.1960642e-08,1.0
34.0,3.0,38.0,3.9595345e-09,1.0
34.0,3.0,39.0,1.0988539e-09,1.0
34.0,3.0,40.0,2.531529e-10,1.0
34.0,3.0,41.0,4.7913097e-11,1.0
34.0,3.0,42.0,7.36952e-12,1.0
34.0,3.0,43.0,9.109059e-13,1.0
34.0,3.0,44.0,8.945579e-14,1.0
34.0,3.0,45.0,6.900135e-15,1.0
34.0,3.0,46.0,4.1327447e-16,1.0
34.0,3.0,47.0,1.9002915e-17,1.0
34.0,3.0,48.0,6.633488e-19,1.0
34.0,3.0,49.0,1.7388527e-20,1.0
34.0,3.0,50.0,3.386588e-22,1.0
34.0,3.0,51.0,4.850231e-24,1.0
34.0,3.0,52.0,5.0577906e-26,1.0
34.0,3.0,53.0,3.8037543e-28,1.0
34.0,3.0,54.0,2.0444482e-30,1.0
34.0,3.0,55.0,7.784947e-33,1.0
34.0,3.0,56.0,2.0828167e-35,1.0
34.0,3.0,57.0,3.8847104e-38,1.0
34.0,3.0,58.0,5.0133e-41,1.0
34.0,3.0,59.0,4.5e-44,1.0
34.0,4.0,0.0,2.1e-44,1.0
34.0,4.0,1.0,3.0747e-41,1.0
34.0,4.0,2.0,3.0569794e-38,1.0
34.0,4.0,3.0,2.0828167e-35,1.0
34.0,4.0,4.0,9.795292e-33,1.0
34.0,4.0,5.0,3.2041452e-30,1.0
34.0,4.0,6.0,7.3488465e-28,1.0
34.0,4.0,7.0,1.1919633e-25,1.0
34.0,4.0,8.0,1.3794651e-23,1.0
34.0,4.0,9.0,1.1499794e-21,1.0
34.0,4.0,10.0,6.974277e-20,1.0
34.0,4.0,11.0,3.1091966e-18,1.0
34.0,4.0,12.0,1.0299455e-16,1.0
34.0,4.0,13.0,2.5636873e-15,1.0
34.0,4.0,14.0,4.8509845e-14,1.0
34.0,4.0,15.0,7.0609734e-13,1.0
34.0,4.0,16.0,8.002756e-12,1.0
34.0,4.0,17.0,7.1496746e-11,1.0
34.0,4.0,18.0,5.0976695e-10,1.0
34.0,4.0,19.0,2.9365999e-09,1.0
34.0,4.0,20.0,1.3834538e-08,1.0
34.0,4.0,21.0,5.3934876e-08,0.99999994
34.0,4.0,22.0,1.7598941e-07,0.9999998
34.0,4.0,23.0,4.8582075e-07,0.9999995
34.0,4.0,24.0,1.1459035e-06,0.99999887
34.0,4.0,25.0,2.3303403e-06,0.9999977
34.0,4.0,26.0,4.118305e-06,0.9999959
34.0,4.0,27.0,6.3672037e-06,0.9999936
34.0,4.0,28.0,8.658102e-06,0.99999136
34.0,4.0,29.0,1.0394945e-05,0.9999896
34.0,4.0,30.0,1.1045249e-05,0.999989
34.0,4.0,31.0,1.0394945e-05,0.9999896
34.0,4.0,32.0,8.658102e-06,0.99999136
34.0,4.0,33.0,6.3672037e-06,0.9999936
34.0,4.0,34.0,4.118305e-06,0.9999959
34.0,4.0,35.0,2.3303403e-06,0.9999977
34.0,4.0,36.0,1.1459035e-06,0.99999887
34.0,4.0,37.0,4.8582075e-07,0.9999995
34.0,4.0,38.0,1.7598941e-07,0.9999998
34.0,4.0,39.0,5.3934876e-08,0.99999994
34.0,4.0,40.0,1.3834538e-08,1.0
34.0,4.0,41.0,2.9365999e-09,1.0
34.0,4.0,42.0,5.0976695e-10,1.0
34.0,4.0,43.0,7.1496746e-11,1.0
34.0,4.0,44.0,8.002756e-12,1.0
34.0,4.0,45.0,7.0609734e-13,1.0
34.0,4.0,46.0,4.8509845e-14,1.0
34.0,4.0,47.0,2.5636873e-15,1.0
34.0,4.0,48.0,1.0299455e-16,1.0
34.0,4.0,49.0,3.1091966e-18,1.0
34.0,4.0,50.0,6.974277e-20,1.0
34.0,4.0,51.0,1.1499794e-21,1.0
34.0,4.0,52.0,1.3794651e-23,1.0
34.0,4.0,53.0,1.1919633e-25,1.0
34.0,4.0,54.0,7.3488465e-28,1.0
34.0,4.0,55.0,3.2041452e-30,1.0
34.0,4.0,56.0,9.795292e-33,1.0
34.0,4.0,57.0,2.0828167e-35,1.0
34.0,4.0,58.0,3.0569794e-38,1.0
34.0,4.0,59.0,3.0747e-41,1.0
34.0,5.0,0.0,1.1544e-41,1.0
34.0,5.0,1.0,1.488103e-38,1.0
34.0,5.0,2.0,1.3020183e-35,1.0
34.0,5.0,3.0,7.784947e-33,1.0
34.0,5.0,4.0,3.2041452e-30,1.0
34.0,5.0,5.0,9.148917e-28,1.0
34.0,5.0,6.0,1.8272797e-25,1.0
34.0,5.0,7.0,2.5750905e-23,1.0
34.0,5.0,8.0,2.584555e-21,1.0
34.0,5.0,9.0,1.8655433e-19,1.0
34.0,5.0,10.0,9.784193e-18,1.0
34.0,5.0,11.0,3.769197e-16,1.0
34.0,5.0,12.0,1.0786675e-14,1.0
34.0,5.0,13.0,2.3204022e-13,1.0
34.0,5.0,14.0,3.79833e-12,1.0
34.0,5.0,15.0,4.7913097e-11,1.0
34.0,5.0,16.0,4.7181664e-10,1.0
34.0,5.0,17.0,3.6750532e-09,1.0
34.0,5.0,18.0,2.2945855e-08,1.0
34.0,5.0,19.0,1.1637762e-07,0.9999999
34.0,5.0,20.0,4.8582075e-07,0.9999995
34.0,5.0,21.0,1.6908702e-06,0.99999833
34.0,5.0,22.0,4.9676723e-06,0.99999505
34.0,5.0,23.0,1.2465471e-05,0.99998754
34.0,5.0,24.0,2.7009182e-05,0.999973
34.0,5.0,25.0,5.1034294e-05,0.999949
34.0,5.0,26.0,8.482832e-05,0.9999152
34.0,5.0,27.0,0.00012495174,0.99987507
34.0,5.0,28.0,0.00016406734,0.9998359
34.0,5.0,29.0,0.00019285645,0.9998071
34.0,5.0,30.0,0.00020347601,0.9997965
34.0,5.0,31.0,0.00019285645,0.9998071
34.0,5.0,32.0,0.00016406734,0.9998359
34.0,5.0,33.0,0.00012495174,0.99987507
34.0,5.0,34.0,8.482832e-05,0.9999152
34.0,5.0,35.0,5.1034294e-05,0.999949
34.0,5.0,36.0,2.7009182e-05,0.999973
34.0,5.0,37.0,1.2465471e-05,0.99998754
34.0,5.0,38.0,4.9676723e-06,0.99999505
34.0,5.0,39.0,1.6908702e-06,0.99999833
34.0,5.0,40.0,4.8582075e-07,0.9999995
34.0,5.0,41.0,1.1637762e-07,0.9999999
34.0,5.0,42.0,2.2945855e-08,1.0
34.0,5.0,43.0,3.6750532e-09,1.0
34.0,5.0,44.0,4.7181664e-10,1.0
34.0,5.0,45.0,4.7913097e-11,1.0
34.0,5.0,46.0,3.79833e-12,1.0
34.0,5.0,47.0,2.3204022e-13,1.0
34.0,5.0,48.0,1.0786675e-14,1.0
34.0,5.0,49.0,3.769197e-16,1.0
34.0,5.0,50.0,9.784193e-18,1.0
34.0,5.0,51.0,1.8655433e-19,1.0
34.0,5.0,52.0,2.584555e-21,1.0
34.0,5.0,53.0,2.5750905e-23,1.0
34.0,5.0,54.0,1.8272797e-25,1.0
34.0,5.0,55.0,9.148917e-28,1.0
34.0,5.0,56.0,3.2041452e-30,1.0
34.0,5.0,57.0,7.784947e-33,1.0
34.0,5.0,58.0,1.3020183e-35,1.0
34.0,5.0,59.0,1.488103e-38,1.0
34.0,6.0,0.0,4.466986e-39,1.0
34.0,6.0,1.0,5.0766426e-36,1.0
34.0,6.0,2.0,3.9032125e-33,1.0
34.0,6.0,3.0,2.0444482e-30,1.0
34.0,6.0,4.0,7.3488465e-28,1.0
34.0,6.0,5.0,1.8272797e-25,1.0
34.0,6.0,6.0,3.1691916e-23,1.0
34.0,6.0,7.0,3.8685363e-21,1.0
34.0,6.0,8.0,3.3552888e-19,1.0
34.0,6.0,9.0,2.0886964e-17,1.0
34.0,6.0,10.0,9.432558e-16,1.0
34.0,6.0,11.0,3.1252128e-14,1.0
34.0,6.0,12.0,7.6872986e-13,1.0
34.0,6.0,13.0,1.421332e-11,1.0
34.0,6.0,14.0,2.0010953e-10,1.0
34.0,6.0,15.0,2.1742483e-09,1.0
34.0,6.0,16.0,1.848498e-08,1.0
34.0,6.0,17.0,1.2471898e-07,0.9999999
34.0,6.0,18.0,6.7743923e-07,0.99999934
34.0,6.0,19.0,3.0052654e-06,0.999997
34.0,6.0,20.0,1.1045249e-05,0.999989
34.0,6.0,21.0,3.410661e-05,0.9999659
34.0,6.0,22.0,8.969223e-05,0.9999103
34.0,6.0,23.0,0.00020347601,0.9997965
34.0,6.0,24.0,0.00040300834,0.999597
34.0,6.0,25.0,0.00070450304,0.9992955
34.0,6.0,26.0,0.0010974258,0.99890256
34.0,6.0,27.0,0.0015357215,0.9984643
34.0,6.0,28.0,0.0019431227,0.9980569
34.0,6.0,29.0,0.0022334866,0.9977665
34.0,6.0,30.0,0.0023388674,0.9976611
34.0,6.0,31.0,0.0022334866,0.9977665
34.0,6.0,32.0,0.0019431227,0.9980569
34.0,6.0,33.0,0.0015357215,0.9984643
34.0,6.0,34.0,0.0010974258,0.99890256
34.0,6.0,35.0,0.00070450304,0.9992955
34.0,6.0,36.0,0.00040300834,0.999597
34.0,6.0,37.0,0.00020347601,0.9997965
34.0,6.0,38.0,8.969223e-05,0.9999103
34.0,6.0,39.0,3.410661e-05,0.9999659
34.0,6.0,40.0,1.1045249e-05,0.999989
34.0,6.0,41.0,3.0052654e-06,0.999997
34.0,6.0,42.0,6.7743923e-07,0.99999934
34.0,6.0,43.0,1.2471898e-07,0.9999999
34.0,6.0,44.0,1.848498e-08,1.0
34.0,6.0,45.0,2.1742483e-09,1.0
34.0,6.0,46.0,2.0010953e-10,1.0
34.0,6.0,47.0,1.421332e-11,1.0
34.0,6.0,48.0,7.6872986e-13,1.0
34.0,6.0,49.0,3.1252128e-14,1.0
34.0,6.0,50.0,9.432558e-16,1.0
34.0,6.0,51.0,2.0886964e-17,1.0
34.0,6.0,52.0,3.3552888e-19,1.0
34.0,6.0,53.0,3.8685363e-21,1.0
34.0,6.0,54.0,3.1691916e-23,1.0
34.0,6.0,55.0,1.8272797e-25,1.0
34.0,6.0,56.0,7.3488465e-28,1.0
34.0,6.0,57.0,2.0444482e-30,1.0
34.0,6.0,58.0,3.9032125e-33,1.0
34.0,6.0,59.0,5.0766426e-36,1.0
34.0,7.0,0.0,1.2291585e-36,1.0
34.0,7.0,1.0,1.2302859e-33,1.0
34.0,7.0,2.0,8.302582e-31,1.0
34.0,7.0,3.0,3.8037543e-28,1.0
34.0,7.0,4.0,1.1919633e-25,1.0
34.0,7.0,5.0,2.5750905e-23,1.0
34.0,7.0,6.0,3.8685363e-21,1.0
34.0,7.0,7.0,4.0780733e-19,1.0
34.0,7.0,8.0,3.046301e-17,1.0
34.0,7.0,9.0,1.6293249e-15,1.0
34.0,7.0,10.0,6.3089386e-14,1.0
34.0,7.0,11.0,1.7894135e-12,1.0
34.0,7.0,12.0,3.7640353e-11,1.0
34.0,7.0,13.0,5.9490024e-10,1.0
34.0,7.0,14.0,7.161715e-09,1.0
34.0,7.0,15.0,6.661285e-08,0.99999994
34.0,7.0,16.0,4.8582075e-07,0.9999995
34.0,7.0,17.0,2.8206493e-06,0.9999972
34.0,7.0,18.0,1.3240009e-05,0.99998677
34.0,7.0,19.0,5.1034294e-05,0.999949
34.0,7.0,20.0,0.00016406734,0.9998359
34.0,7.0,21.0,0.00044669246,0.9995533
34.0,7.0,22.0,0.0010453376,0.99895465
34.0,7.0,23.0,0.0021325168,0.99786747
34.0,7.0,24.0,0.0038425531,0.99615747
34.0,7.0,25.0,0.006188987,0.993811
34.0,7.0,26.0,0.009004356,0.99099565
34.0,7.0,27.0,0.011939105,0.9880609
34.0,7.0,28.0,0.014529266,0.9854707
34.0,7.0,29.0,0.016311822,0.9836882
34.0,7.0,30.0,0.016947428,0.98305255
34.0,7.0,31.0,0.016311822,0.9836882
34.0,7.0,32.0,0.014529266,0.9854707
34.0,7.0,33.0,0.011939105,0.9880609
34.0,7.0,34.0,0.009004356,0.99099565
34.0,7.0,35.0,0.006188987,0.993811
34.0,7.0,36.0,0.0038425531,0.99615747
34.0,7.0,37.0,0.0021325168,0.99786747
34.0,7.0,38.0,0.0010453376,0.99895465
34.0,7.0,39.0,0.00044669246,0.9995533
34.0,7.0,40.0,0.00016406734,0.9998359
34.0,7.0,41.0,5.1034294e-05,0.999949
34.0,7.0,42.0,1.3240009e-05,0.99998677
34.0,7.0,43.0,2.8206493e-06,0.9999972
34.0,7.0,44.0,4.8582075e-07,0.9999995
34.0,7.0,45.0,6.661285e-08,0.99999994
34.0,7.0,46.0,7.161715e-09,1.0
34.0,7.0,47.0,5.9490024e-10,1.0
34.0,7.0,48.0,3.7640353e-11,1.0
34.0,7.0,49.0,1.7894135e-12,1.0
34.0,7.0,50.0,6.3089386e-14,1.0
34.0,7.0,51.0,1.6293249e-15,1.0
34.0,7.0,52.0,3.046301e-17,1.0
34.0,7.0,53.0,4.0780733e-19,1.0
34.0,7.0,54.0,3.8685363e-21,1.0
34.0,7.0,55.0,2.5750905e-23,1.0
34.0,7.0,56.0,1.1919633e-25,1.0
34.0,7.0,57.0,3.8037543e-28,1.0
34.0,7.0,58.0,8.302582e-31,1.0
34.0,7.0,59.0,1.2302859e-33,1.0
34.0,8.0,0.0,2.4237963e-34,1.0
34.0,8.0,1.0,2.1353678e-31,1.0
34.0,8.0,2.0,1.2636619e-28,1.0
34.0,8.0,3.0,5.0577906e-26,1.0
34.0,8.0,4.0,1.3794651e-23,1.0
34.0,8.0,5.0,2.584555e-21,1.0
34.0,8.0,6.0,3.3552888e-19,1.0
34.0,8.0,7.0,3.046301e-17,1.0
34.0,8.0,8.0,1.9536986e-15,1.0
34.0,8.0,9.0,8.945579e-14,1.0
34.0,8.0,10.0,2.9579425e-12,1.0
34.0,8.0,11.0,7.1496746e-11,1.0
34.0,8.0,12.0,1.279724e-09,1.0
34.0,8.0,13.0,1.719598e-08,1.0
34.0,8.0,14.0,1.7598941e-07,0.9999998
34.0,8.0,15.0,1.3927433e-06,0.9999986
34.0,8.0,16.0,8.658102e-06,0.99999136
34.0,8.0,17.0,4.297456e-05,0.999957
34.0,8.0,18.0,0.0001731763,0.99982685
